spatial_clustering,network_homophily,cross_cultural_friendship_share,mean_stress,mean_stress_active,isolation_rate,active_social_ties,friendship_count,mean_tie_strength,ties_created_total,ties_removed_total,mean_cultural_dist,scenario,intervention,seed,tick,run
0.7492700729927007,0.517557251908397,0.48244274809160304,0.08448403788536672,0.019760991101642075,0.116,1310,1310,0.9683940069749167,2644,1334,0.23858952273974043,chinese_heavy,True,12002,300,2
0.7854065040650406,0.5396491228070175,0.4603508771929825,0.05179133792415244,0.012733305372453202,0.076,1425,1425,0.9744762891081831,2856,1431,0.225139075182997,chinese_heavy,True,12003,300,3
0.7524940617577197,0.4945872801082544,0.5054127198917455,0.06419706286510277,0.01502203258321782,0.086,1478,1478,0.967319101336216,2884,1406,0.22725278171443863,chinese_heavy,True,12004,300,4
0.7058702791461413,0.5070202808112324,0.4929797191887676,0.09798762126789395,0.030738162508827247,0.122,1282,1282,0.9674538956227576,2603,1321,0.2367657467859855,chinese_heavy,True,12005,300,5
0.7573064770932071,0.5530085959885387,0.4469914040114613,0.06637255950135544,0.015204934090111637,0.092,1396,1396,0.9918206120494686,2812,1416,0.2265868522825021,chinese_heavy,True,12006,300,6
0.7885986733001658,0.5585585585585585,0.4414414414414415,0.07187902803974029,0.026328704485975116,0.084,1332,1332,0.9439923297993785,2681,1349,0.23342062267460106,chinese_heavy,True,12007,300,7
0.7595794392523365,0.4849334267694464,0.5150665732305536,0.054599266736097544,0.01983648476195613,0.066,1427,1427,0.9835735569485006,2755,1328,0.22391068895580107,chinese_heavy,True,12008,300,8
0.7554638364779875,0.5367965367965368,0.4632034632034632,0.0579765811158575,0.01673318708018209,0.074,1386,1386,0.9357146260260779,2745,1359,0.22978590076880992,chinese_heavy,True,12009,300,9
0.7607630522088354,0.5326251896813353,0.4673748103186647,0.07865673854198686,0.02642607935249166,0.104,1318,1318,0.9453724088195647,2662,1344,0.23587700925532218,chinese_heavy,True,12010,300,10
0.7835303388494878,0.5223116313094367,0.4776883686905633,0.07938792533611563,0.029959726919330732,0.092,1367,1367,0.9636397538191824,2760,1393,0.23373601203606897,chinese_heavy,True,12011,300,11
0.7310330912025826,0.531751570132589,0.468248429867411,0.06677799322672243,0.017930854651430104,0.086,1433,1433,0.9297057096814166,2726,1293,0.22538499746818014,chinese_heavy,True,12012,300,12
0.7310086682427108,0.5593590677348871,0.4406409322651129,0.07570453492653982,0.02336679823955486,0.092,1373,1373,0.9713108811893475,2722,1349,0.23260457748005026,chinese_heavy,True,12013,300,13
0.7701877934272301,0.5833910034602076,0.41660899653979244,0.06788965396628495,0.018333607435637406,0.084,1445,1445,0.9897561225573155,2908,1463,0.22410162511265747,chinese_heavy,True,12014,300,14
0.725177304964539,0.5250759878419453,0.4749240121580547,0.08885174642792999,0.033262914050331535,0.094,1316,1316,0.9662525153379402,2667,1351,0.23544002182071394,chinese_heavy,True,12015,300,15
0.8020238095238096,0.5605095541401274,0.4394904458598726,0.06102900647356184,0.0230298756690325,0.082,1413,1413,0.9364456584505775,2799,1386,0.23023649927297787,chinese_heavy,True,12016,300,16
0.7789300411522635,0.49615975422427033,0.5038402457757296,0.07771943985989264,0.023961758458147263,0.094,1302,1302,0.9265400797094784,2584,1282,0.2308168397234987,chinese_heavy,True,12017,300,17
0.7707184628237259,0.4812720848056537,0.5187279151943462,0.05092113824386992,0.010834968607716003,0.072,1415,1415,0.9485692718451888,2846,1431,0.22441702978042846,chinese_heavy,True,12018,300,18
0.8185007974481658,0.48802190280629704,0.5119780971937029,0.05669897962767734,0.01570231511346459,0.068,1461,1461,0.9602985052505693,2836,1375,0.22588518769613852,chinese_heavy,True,12019,300,19
0.837875197472354,0.34301147873058746,0.6569885212694125,0.02176395316950765,0.0072748268311802235,0.024,1481,1481,1.0608724633866378,2458,977,0.2125165723003299,balanced,False,21000,300,0
0.8706937799043062,0.3492296404988995,0.6507703595011005,0.02137775502310952,0.013264599982763423,0.014,1363,1363,1.0196018267923195,2326,963,0.21522475110208558,balanced,False,21001,300,1
0.8190809968847352,0.3323262839879154,0.6676737160120846,0.0343816564895967,0.009748327450891162,0.044,1324,1324,1.0726267249522838,2261,937,0.22392945103579848,balanced,False,21002,300,2
0.8432853717026378,0.35178441369264385,0.6482155863073562,0.03808985480988238,0.009012804212169564,0.056,1373,1373,1.0828640577978512,2325,952,0.22232339529400041,balanced,False,21003,300,3
0.8338431372549019,0.3370707778556412,0.6629292221443588,0.028632579116597116,0.010307973218612819,0.034,1427,1427,1.033062412090124,2407,980,0.2222633679727132,balanced,False,21004,300,4
0.8531941031941032,0.3140161725067385,0.6859838274932615,0.022017686003662225,0.010152840117792437,0.022,1484,1484,1.0310189372202991,2489,1005,0.2192023168079331,balanced,False,21005,300,5
0.7633575464083938,0.3738819320214669,0.6261180679785331,0.08150655767613477,0.023099170283008445,0.106,1118,1118,1.0302033908334705,1932,814,0.2351849437463982,balanced,False,21006,300,6
0.897275641025641,0.31724627395315824,0.6827537260468417,0.02924293533802012,0.005790879813401461,0.04,1409,1409,0.9999541423437861,2483,1074,0.21986073115965257,balanced,False,21007,300,7
0.8368279569892473,0.3155949741315595,0.6844050258684404,0.038509133647971025,0.009091404539147823,0.05,1353,1353,1.0601958538132992,2277,924,0.22378221652710614,balanced,False,21008,300,8
0.888095238095238,0.3100661278471712,0.6899338721528288,0.031371140423631635,0.013162869104967351,0.03,1361,1361,1.0011547446187834,2371,1010,0.2183641579246554,balanced,False,21009,300,9
0.8322463768115941,0.3375184638109306,0.6624815361890695,0.04719593369799007,0.016483881087878367,0.052,1354,1354,1.0236295421658976,2336,982,0.22723367772207245,balanced,False,21010,300,10
0.8217147435897435,0.3113342898134864,0.6886657101865137,0.022888778864027105,0.00708091635658962,0.03,1394,1394,1.0208719438507452,2409,1015,0.21885817123688503,balanced,False,21011,300,11
0.8375786163522012,0.3136265320836337,0.6863734679163662,0.0342188898084015,0.007607677340347935,0.048,1387,1387,1.010868234108763,2392,1005,0.22226991931373996,balanced,False,21012,300,12
